relative_path,line_number,keywords,line
scripts\04c_run_classical_premise_test_v3.py,1071,fold,"""inner_fold"": inner_fold,"
scripts\04c_run_classical_premise_test_v3.py,1092,fold,"raise RuntimeError(""No B1 elastic-net candidate is finite in all inner folds."")"
scripts\04c_run_classical_premise_test_v3.py,1115,brier,# Brier / IBS.
scripts\04c_run_classical_premise_test_v3.py,1118,censor,def censoring_km_training(
scripts\04c_run_classical_premise_test_v3.py,1123,censor,censor_event = ~original_event
scripts\04c_run_classical_premise_test_v3.py,1126,surv,surv = 1.0
scripts\04c_run_classical_premise_test_v3.py,1128,surv,out_surv = []
scripts\04c_run_classical_premise_test_v3.py,1132,censor,d_censor = int(np.sum((times == t) & censor_event))
scripts\04c_run_classical_premise_test_v3.py,1134,censor,if at_risk > 0 and d_censor > 0:
scripts\04c_run_classical_premise_test_v3.py,1135,censor;surv,surv *= 1.0 - d_censor / at_risk
scripts\04c_run_classical_premise_test_v3.py,1138,surv,out_surv.append(float(surv))
scripts\04c_run_classical_premise_test_v3.py,1140,surv,"return np.asarray(out_times), np.asarray(out_surv)"
scripts\04c_run_classical_premise_test_v3.py,1145,surv,"km_surv: np.ndarray,"
scripts\04c_run_classical_premise_test_v3.py,1154,surv,return float(km_surv[idx])
scripts\04c_run_classical_premise_test_v3.py,1157,brier;ipcw,def ipcw_brier_score(
scripts\04c_run_classical_premise_test_v3.py,1160,surv,"survival_prob: np.ndarray,"
scripts\04c_run_classical_premise_test_v3.py,1161,eval_times,"eval_times: np.ndarray,"
scripts\04c_run_classical_premise_test_v3.py,1163,censor;surv,"km_times, km_surv = censoring_km_training(y_train)"
scripts\04c_run_classical_premise_test_v3.py,1168,surv,"survival_prob = np.asarray(survival_prob, dtype=float)"
scripts\04c_run_classical_premise_test_v3.py,1169,eval_times,"eval_times = np.asarray(eval_times, dtype=float)"
scripts\04c_run_classical_premise_test_v3.py,1171,eval_times;surv,"if survival_prob.shape != (len(y_test), len(eval_times)):"
scripts\04c_run_classical_premise_test_v3.py,1172,brier;surv,"raise RuntimeError(""Brier survival-probability shape mismatch."")"
scripts\04c_run_classical_premise_test_v3.py,1176,eval_times,"for j, t in enumerate(eval_times):"
scripts\04c_run_classical_premise_test_v3.py,1177,surv,"G_t = km_step_value(km_times, km_surv, t, left_limit=False)"
scripts\04c_run_classical_premise_test_v3.py,1179,censor;surv,"raise RuntimeError(""Training censoring survival too small at IBS time."")"
scripts\04c_run_classical_premise_test_v3.py,1186,surv,"S = float(survival_prob[i, j])"
scripts\04c_run_classical_premise_test_v3.py,1191,surv,"km_surv,"
scripts\04c_run_classical_premise_test_v3.py,1197,censor;surv,"""Training censoring survival too small at test event time."""
scripts\04c_run_classical_premise_test_v3.py,1205,censor;ipcw,# Censored at/before t: zero IPCW contribution.
scripts\04c_run_classical_premise_test_v3.py,1256,brier;integrated_brier,def integrated_brier_custom(
scripts\04c_run_classical_premise_test_v3.py,1259,surv,"survival_prob: np.ndarray,"
scripts\04c_run_classical_premise_test_v3.py,1260,eval_times,"eval_times: np.ndarray,"
scripts\04c_run_classical_premise_test_v3.py,1262,brier;ipcw,bs = ipcw_brier_score(
scripts\04c_run_classical_premise_test_v3.py,1265,surv,"survival_prob,"
scripts\04c_run_classical_premise_test_v3.py,1266,eval_times,"eval_times,"
scripts\04c_run_classical_premise_test_v3.py,1268,eval_times,span = float(eval_times[-1] - eval_times[0])
scripts\04c_run_classical_premise_test_v3.py,1271,eval_times,"return float(np.trapz(bs, eval_times) / span)"
scripts\04c_run_classical_premise_test_v3.py,1322,repeat,"def checkpoint_manifest_path(directory: Path, repeat: int) -> Path:"
scripts\04c_run_classical_premise_test_v3.py,1323,repeat,"return directory / f""repeat_{repeat:02d}.json"""
scripts\04c_run_classical_premise_test_v3.py,1328,repeat,"repeat: int,"
scripts\04c_run_classical_premise_test_v3.py,1331,repeat,"return directory / f""repeat_{repeat:02d}_{kind}.tsv"""
scripts\04c_run_classical_premise_test_v3.py,1334,repeat,def load_repeat_checkpoint(
scripts\04c_run_classical_premise_test_v3.py,1336,repeat,"repeat: int,"
scripts\04c_run_classical_premise_test_v3.py,1340,repeat,"manifest_path = checkpoint_manifest_path(directory, repeat)"
scripts\04c_run_classical_premise_test_v3.py,1354,repeat,"path = checkpoint_data_path(directory, repeat, kind)"
scripts\04c_run_classical_premise_test_v3.py,1365,repeat,def save_repeat_checkpoint(
scripts\04c_run_classical_premise_test_v3.py,1367,repeat,"repeat: int,"
scripts\04c_run_classical_premise_test_v3.py,1374,repeat,"path = checkpoint_data_path(directory, repeat, kind)"
scripts\04c_run_classical_premise_test_v3.py,1382,repeat,"""repeat"": repeat,"
scripts\04c_run_classical_premise_test_v3.py,1389,repeat,"checkpoint_manifest_path(directory, repeat),"
scripts\04c_run_classical_premise_test_v3.py,1395,repeat,# Primary B0/B2/B3/B4 repeated CV.
scripts\04c_run_classical_premise_test_v3.py,1398,repeat,def run_primary_repeat(
scripts\04c_run_classical_premise_test_v3.py,1399,repeat,"repeat: int,"
scripts\04c_run_classical_premise_test_v3.py,1411,outer,outer = stratified_splits(
scripts\04c_run_classical_premise_test_v3.py,1413,outer,"OUTER_SPLITS,"
scripts\04c_run_classical_premise_test_v3.py,1414,repeat,"base_seed + repeat,"
scripts\04c_run_classical_premise_test_v3.py,1418,fold,fold_rows = []
scripts\04c_run_classical_premise_test_v3.py,1422,fold;outer;test_idx;train_idx,"for outer_fold, (train_idx, test_idx) in enumerate(outer):"
scripts\04c_run_classical_premise_test_v3.py,1423,fold;outer;repeat,inner_seed = base_seed + 1000 + repeat * 100 + outer_fold
scripts\04c_run_classical_premise_test_v3.py,1429,train_idx,"X_gene[train_idx],"
scripts\04c_run_classical_premise_test_v3.py,1430,train_idx,"y[train_idx],"
scripts\04c_run_classical_premise_test_v3.py,1431,train_idx,"event[train_idx],"
scripts\04c_run_classical_premise_test_v3.py,1442,repeat,"b0_audit[""repeat""] = repeat"
scripts\04c_run_classical_premise_test_v3.py,1443,fold;outer,"b0_audit[""outer_fold""] = outer_fold"
scripts\04c_run_classical_premise_test_v3.py,1450,train_idx,"X_gene[train_idx],"
scripts\04c_run_classical_premise_test_v3.py,1451,train_idx,"y[train_idx],"
scripts\04c_run_classical_premise_test_v3.py,1452,train_idx,"event[train_idx],"
scripts\04c_run_classical_premise_test_v3.py,1463,repeat,"b4_audit[""repeat""] = repeat"
scripts\04c_run_classical_premise_test_v3.py,1464,fold;outer,"b4_audit[""outer_fold""] = outer_fold"
scripts\04c_run_classical_premise_test_v3.py,1470,train_idx,).fit(X_gene[train_idx])
scripts\04c_run_classical_premise_test_v3.py,1472,train_idx,X_train_m = transformer.transform(X_gene[train_idx])
scripts\04c_run_classical_premise_test_v3.py,1473,test_idx,X_test_m = transformer.transform(X_gene[test_idx])
scripts\04c_run_classical_premise_test_v3.py,1478,train_idx,").fit(X_train_m, y[train_idx])"
scripts\04c_run_classical_premise_test_v3.py,1483,train_idx,").fit(X_train_m, y[train_idx])"
scripts\04c_run_classical_premise_test_v3.py,1522,fold,fold_c = safe_uno_c(
scripts\04c_run_classical_premise_test_v3.py,1523,train_idx,"y[train_idx],"
scripts\04c_run_classical_premise_test_v3.py,1524,test_idx,"y[test_idx],"
scripts\04c_run_classical_premise_test_v3.py,1528,fold,fold_rows.append(
scripts\04c_run_classical_premise_test_v3.py,1530,repeat,"""repeat"": repeat,"
scripts\04c_run_classical_premise_test_v3.py,1531,fold;outer,"""outer_fold"": outer_fold,"
scripts\04c_run_classical_premise_test_v3.py,1533,train_idx,"""n_train"": len(train_idx),"
scripts\04c_run_classical_premise_test_v3.py,1534,train_idx,"""events_train"": int(event[train_idx].sum()),"
scripts\04c_run_classical_premise_test_v3.py,1535,test_idx,"""n_test"": len(test_idx),"
scripts\04c_run_classical_premise_test_v3.py,1536,test_idx,"""events_test"": int(event[test_idx].sum()),"
scripts\04c_run_classical_premise_test_v3.py,1542,fold,"""fold_uno_c"": fold_c,"
scripts\04c_run_classical_premise_test_v3.py,1553,test_idx,"for local_idx, global_idx in enumerate(test_idx):"
scripts\04c_run_classical_premise_test_v3.py,1556,repeat,"""repeat"": repeat,"
scripts\04c_run_classical_premise_test_v3.py,1557,fold;outer,"""outer_fold"": outer_fold,"
scripts\04c_run_classical_premise_test_v3.py,1567,fold,# infeasible in a small held-out fold. No alternative grid is created.
scripts\04c_run_classical_premise_test_v3.py,1576,train_idx,"y[train_idx],"
scripts\04c_run_classical_premise_test_v3.py,1577,test_idx,"y[test_idx],"
scripts\04c_run_classical_premise_test_v3.py,1580,surv,b0_surv = b0.predict_survival_matrix(
scripts\04c_run_classical_premise_test_v3.py,1584,surv,b4_surv = b4.predict_survival_matrix(
scripts\04c_run_classical_premise_test_v3.py,1589,brier;integrated_brier,ibs_b0 = integrated_brier_custom(
scripts\04c_run_classical_premise_test_v3.py,1590,train_idx,"y[train_idx],"
scripts\04c_run_classical_premise_test_v3.py,1591,test_idx,"y[test_idx],"
scripts\04c_run_classical_premise_test_v3.py,1592,surv,"b0_surv,"
scripts\04c_run_classical_premise_test_v3.py,1595,brier;integrated_brier,ibs_b4 = integrated_brier_custom(
scripts\04c_run_classical_premise_test_v3.py,1596,train_idx,"y[train_idx],"
scripts\04c_run_classical_premise_test_v3.py,1597,test_idx,"y[test_idx],"
scripts\04c_run_classical_premise_test_v3.py,1598,surv,"b4_surv,"
scripts\04c_run_classical_premise_test_v3.py,1616,repeat,"""repeat"": repeat,"
scripts\04c_run_classical_premise_test_v3.py,1617,fold;outer,"""outer_fold"": outer_fold,"
scripts\04c_run_classical_premise_test_v3.py,1619,test_idx,"""n_test"": len(test_idx),"
scripts\04c_run_classical_premise_test_v3.py,1620,time_grid,"""time_grid_n"": grid_n,"
scripts\04c_run_classical_premise_test_v3.py,1621,time_grid,"""time_grid_min"": grid_min,"
scripts\04c_run_classical_premise_test_v3.py,1622,time_grid,"""time_grid_max"": grid_max,"
scripts\04c_run_classical_premise_test_v3.py,1628,repeat,"""repeat"": repeat,"
scripts\04c_run_classical_premise_test_v3.py,1629,fold;outer,"""outer_fold"": outer_fold,"
scripts\04c_run_classical_premise_test_v3.py,1631,test_idx,"""n_test"": len(test_idx),"
scripts\04c_run_classical_premise_test_v3.py,1632,time_grid,"""time_grid_n"": grid_n,"
scripts\04c_run_classical_premise_test_v3.py,1633,time_grid,"""time_grid_min"": grid_min,"
scripts\04c_run_classical_premise_test_v3.py,1634,time_grid,"""time_grid_max"": grid_max,"
scripts\04c_run_classical_premise_test_v3.py,1643,fold;outer;repeat,"f""    repeat {repeat+1:02d}/{OUTER_REPEATS}, fold {outer_fold+1}/5: """
scripts\04c_run_classical_premise_test_v3.py,1644,fold,"f""B0 C={model_risks and fold_rows[-4]['fold_uno_c']:.3f} """
scripts\04c_run_classical_premise_test_v3.py,1650,fold,"""folds"": pd.DataFrame(fold_rows),"
scripts\04c_run_classical_premise_test_v3.py,1736,repeat,# B1 repeated gene elastic-net.
scripts\04c_run_classical_premise_test_v3.py,1739,repeat,def run_B1_repeat(
scripts\04c_run_classical_premise_test_v3.py,1740,repeat,"repeat: int,"
scripts\04c_run_classical_premise_test_v3.py,1748,outer,outer = stratified_splits(
scripts\04c_run_classical_premise_test_v3.py,1750,outer,"OUTER_SPLITS,"
scripts\04c_run_classical_premise_test_v3.py,1751,repeat,"base_seed + repeat,"
scripts\04c_run_classical_premise_test_v3.py,1755,fold,fold_rows = []
scripts\04c_run_classical_premise_test_v3.py,1758,fold;outer;test_idx;train_idx,"for outer_fold, (train_idx, test_idx) in enumerate(outer):"
scripts\04c_run_classical_premise_test_v3.py,1759,fold;outer;repeat,inner_seed = base_seed + 1000 + repeat * 100 + outer_fold
scripts\04c_run_classical_premise_test_v3.py,1762,train_idx,"X_gene[train_idx],"
scripts\04c_run_classical_premise_test_v3.py,1763,train_idx,"y[train_idx],"
scripts\04c_run_classical_premise_test_v3.py,1764,train_idx,"event[train_idx],"
scripts\04c_run_classical_premise_test_v3.py,1770,repeat,"audit[""repeat""] = repeat"
scripts\04c_run_classical_premise_test_v3.py,1771,fold;outer,"audit[""outer_fold""] = outer_fold"
scripts\04c_run_classical_premise_test_v3.py,1774,train_idx,transformer = GeneTransformer().fit(X_gene[train_idx])
scripts\04c_run_classical_premise_test_v3.py,1775,train_idx,X_train = transformer.transform(X_gene[train_idx])
scripts\04c_run_classical_premise_test_v3.py,1776,test_idx,X_test = transformer.transform(X_gene[test_idx])
scripts\04c_run_classical_premise_test_v3.py,1778,train_idx,"model = fit_coxnet_path(X_train, y[train_idx], l1)"
scripts\04c_run_classical_premise_test_v3.py,1797,train_idx,"y[train_idx],"
scripts\04c_run_classical_premise_test_v3.py,1798,test_idx,"y[test_idx],"
scripts\04c_run_classical_premise_test_v3.py,1802,fold,fold_rows.append(
scripts\04c_run_classical_premise_test_v3.py,1804,repeat,"""repeat"": repeat,"
scripts\04c_run_classical_premise_test_v3.py,1805,fold;outer,"""outer_fold"": outer_fold,"
scripts\04c_run_classical_premise_test_v3.py,1806,train_idx,"""n_train"": len(train_idx),"
scripts\04c_run_classical_premise_test_v3.py,1807,train_idx,"""events_train"": int(event[train_idx].sum()),"
scripts\04c_run_classical_premise_test_v3.py,1808,test_idx,"""n_test"": len(test_idx),"
scripts\04c_run_classical_premise_test_v3.py,1809,test_idx,"""events_test"": int(event[test_idx].sum()),"
scripts\04c_run_classical_premise_test_v3.py,1814,fold,"""fold_uno_c"": c,"
scripts\04c_run_classical_premise_test_v3.py,1818,test_idx,"for local_idx, global_idx in enumerate(test_idx):"
scripts\04c_run_classical_premise_test_v3.py,1821,repeat,"""repeat"": repeat,"
scripts\04c_run_classical_premise_test_v3.py,1822,fold;outer,"""outer_fold"": outer_fold,"
scripts\04c_run_classical_premise_test_v3.py,1832,fold,"""folds"": pd.DataFrame(fold_rows),"
scripts\04c_run_classical_premise_test_v3.py,1904,repeat,def run_event_matched_repeat(
scripts\04c_run_classical_premise_test_v3.py,1905,repeat,"repeat: int,"
scripts\04c_run_classical_premise_test_v3.py,1920,outer;repeat,"outer_seed = int(protocol[""paired_human_evaluation""][""base_seed""]) + repeat"
scripts\04c_run_classical_premise_test_v3.py,1922,outer,outer = stratified_splits(
scripts\04c_run_classical_premise_test_v3.py,1924,outer,"OUTER_SPLITS,"
scripts\04c_run_classical_premise_test_v3.py,1925,outer,"outer_seed,"
scripts\04c_run_classical_premise_test_v3.py,1931,fold;outer;test_idx;train_idx,"for outer_fold, (train_idx, test_idx) in enumerate(outer):"
scripts\04c_run_classical_premise_test_v3.py,1932,train_idx,n_h = len(train_idx)
scripts\04c_run_classical_premise_test_v3.py,1933,train_idx,e_h = int(event_human[train_idx].sum())
scripts\04c_run_classical_premise_test_v3.py,1938,train_idx,).fit(X_human_gene[train_idx])
scripts\04c_run_classical_premise_test_v3.py,1940,train_idx,H_train = human_transformer.transform(X_human_gene[train_idx])
scripts\04c_run_classical_premise_test_v3.py,1941,test_idx,H_test = human_transformer.transform(X_human_gene[test_idx])
scripts\04c_run_classical_premise_test_v3.py,1943,fold;outer,for draw in range(EVENT_MATCHED_DRAWS_PER_OUTER_FOLD):
scripts\04c_run_classical_premise_test_v3.py,1946,repeat,+ repeat * 10000
scripts\04c_run_classical_premise_test_v3.py,1947,fold;outer,+ outer_fold * 100
scripts\04c_run_classical_premise_test_v3.py,1996,fold,fold_c = safe_uno_c(
scripts\04c_run_classical_premise_test_v3.py,1997,train_idx,"y_human[train_idx],"
scripts\04c_run_classical_premise_test_v3.py,1998,test_idx,"y_human[test_idx],"
scripts\04c_run_classical_premise_test_v3.py,2004,repeat,"""repeat"": repeat,"
scripts\04c_run_classical_premise_test_v3.py,2005,fold;outer,"""outer_fold"": outer_fold,"
scripts\04c_run_classical_premise_test_v3.py,2019,fold,"""fold_uno_c"": fold_c,"
scripts\04c_run_classical_premise_test_v3.py,2023,test_idx,"for local_idx, global_idx in enumerate(test_idx):"
scripts\04c_run_classical_premise_test_v3.py,2026,repeat,"""repeat"": repeat,"
scripts\04c_run_classical_premise_test_v3.py,2027,fold;outer,"""outer_fold"": outer_fold,"
scripts\04c_run_classical_premise_test_v3.py,2141,outer,"if int(paired[""outer_splits""]) != OUTER_SPLITS:"
scripts\04c_run_classical_premise_test_v3.py,2142,outer,"raise RuntimeError(""04b outer split count changed."")"
scripts\04c_run_classical_premise_test_v3.py,2143,outer;repeat,"if int(paired[""outer_repeats""]) != OUTER_REPEATS:"
scripts\04c_run_classical_premise_test_v3.py,2144,outer;repeat,"raise RuntimeError(""04b outer repeat count changed."")"
scripts\04c_run_classical_premise_test_v3.py,2293,os_event,"event = outcome[""os_event""].to_numpy(dtype=int).astype(bool)"
scripts\04c_run_classical_premise_test_v3.py,2295,surv,"y = make_surv(time_values, event)"
scripts\04c_run_classical_premise_test_v3.py,2299,outer,if len(class_counts) != 2 or min(class_counts.values()) < OUTER_SPLITS:
scripts\04c_run_classical_premise_test_v3.py,2301,fold,"f""GSE16091 cannot support frozen 5-fold stratification: {class_counts}"""
scripts\04c_run_classical_premise_test_v3.py,2377,censor,"""censored"": int((~event).sum()),"
scripts\04c_run_classical_premise_test_v3.py,2396,censor,"print(f""OS censored: {int((~event).sum())}"")"
scripts\04c_run_classical_premise_test_v3.py,2401,repeat,"# Primary B0/B2/B3/B4 stage, checkpointed per repeat."
scripts\04c_run_classical_premise_test_v3.py,2410,fold,"""folds"": [],"
scripts\04c_run_classical_premise_test_v3.py,2415,outer;repeat,for repeat in range(OUTER_REPEATS):
scripts\04c_run_classical_premise_test_v3.py,2416,repeat,cached = load_repeat_checkpoint(
scripts\04c_run_classical_premise_test_v3.py,2418,repeat,"repeat,"
scripts\04c_run_classical_premise_test_v3.py,2420,fold,"[""predictions"", ""folds"", ""tuning"", ""ibs""],"
scripts\04c_run_classical_premise_test_v3.py,2424,outer;repeat,"print(f""  primary repeat {repeat+1:02d}/{OUTER_REPEATS}: REUSED"")"
scripts\04c_run_classical_premise_test_v3.py,2427,outer;repeat,"print(f""  primary repeat {repeat+1:02d}/{OUTER_REPEATS}: RUNNING"")"
